Reported Source,Reported Date,Service Type,Urgency,Impact,Priority,Closure Source,Ticket Type,Closed Date
12002,1701400758,0,4000,4000,3,NULL,0,NULL
4200,1701400887,1,4000,4000,3,2000,0,1702295040
11000,1701400934,3,4000,2000,3,2000,0,1701834444
4200,1701400941,1,4000,4000,3,2000,0,1702200025
9000,1701400945,1,4000,4000,3,NULL,0,NULL
11000,1701401037,3,4000,4000,3,2000,0,1701835737
2000,1701400899,1,4000,4000,3,2000,0,1702282841
11000,1701401060,3,3000,3000,2,2000,0,1701913530
4200,1701401096,1,4000,4000,3,2000,0,1702105206
2000,1701400948,0,4000,4000,3,NULL,0,NULL
2000,1701400868,1,4000,4000,3,2000,0,1701834444
11000,1701401128,3,3000,3000,2,2000,0,1701834444
4200,1701401133,1,4000,4000,3,2000,0,1702701492
4200,1701401218,1,1000,1000,0,2000,0,1701848852
4200,1701401221,1,4000,4000,3,2000,0,1701848852
4200,1701401226,1,4000,4000,3,2000,0,1701834444
11000,1701401295,3,4000,2000,3,2000,0,1701834444
4200,1701401314,1,3000,3000,2,2000,0,1702193128
11000,1701401326,3,4000,2000,3,2000,0,1701840833
11000,1701401343,3,3000,2000,2,2000,0,1701843472
11000,1701401357,3,3000,2000,2,2000,0,1701943196
11000,1701401357,3,3000,2000,2,2000,0,1701943196
11000,1701401365,3,3000,2000,2,2000,0,1701941965
11000,1701401387,3,3000,2000,2,2000,0,1701935757
11000,1701401395,3,3000,2000,2,2000,0,1701935757
4200,1701401424,1,4000,4000,3,2000,0,1702112219
11000,1701401433,3,3000,2000,2,2000,0,1701834444
11000,1701401465,3,3000,2000,2,2000,0,1701834444
11000,1701401475,3,4000,2000,3,2000,0,1701834444
11000,1701401479,3,4000,2000,3,2000,0,1701834444
11000,1701401508,3,4000,4000,3,2000,0,1701834444
11000,1701401523,3,3000,2000,2,2000,0,1701844770
11000,1701401524,3,3000,2000,2,2000,0,1701834444
11000,1701401526,3,4000,4000,3,2000,0,1701834444
11000,1701401546,3,4000,4000,3,2000,0,1701834444
11000,1701401548,3,4000,4000,3,2000,0,1701834444
11000,1701401576,3,4000,2000,3,2000,0,1701834444
4200,1701401656,1,1000,1000,0,2000,0,1701851575
11000,1701401602,3,3000,3000,2,2000,0,1701835737
4200,1701401730,1,1000,1000,0,2000,0,1701850182
11000,1701401758,3,4000,4000,3,2000,0,1701835737
11000,1701401762,3,3000,2000,2,2000,0,1701834444
4200,1701401771,1,4000,4000,3,2000,0,1702451472
2000,1701401713,0,4000,4000,3,NULL,0,NULL
11000,1701401788,3,4000,4000,3,2000,0,1701834444
4200,1701401802,1,1000,1000,0,2000,0,1701851575
6000,1701401334,1,4000,4000,3,2000,0,1701834444
11000,1701401859,3,3000,3000,2,2000,0,1701857169
2000,1701401750,0,4000,4000,3,2000,0,1702083274
4200,1701401870,1,3000,3000,2,2000,0,1701838275
11000,1701401939,3,4000,4000,3,2000,0,1701837009
11000,1701401940,3,4000,4000,3,2000,0,1701837009
11000,1701401942,3,4000,4000,3,2000,0,1701837009
6000,1701402002,0,4000,4000,3,2000,0,1702185006
11000,1701402059,3,4000,4000,3,2000,0,1701864104
11000,1701402211,3,3000,3000,2,2000,0,1701913530
11000,1701402212,3,4000,4000,3,2000,0,1701834444
11000,1701402268,3,3000,3000,2,2000,0,1701835737
4200,1701402320,1,4000,4000,3,2000,0,1701857169
12002,1701402338,0,4000,4000,3,2000,0,1701857169
12002,1701402360,0,3000,4000,2,2000,0,1701904894
4200,1701402395,1,4000,4000,3,2000,0,1701857169
11000,1701402398,3,4000,4000,3,2000,0,1701848852
11000,1701402421,3,4000,4000,3,2000,0,1701835737
2000,1701402343,3,4000,4000,3,2000,0,1702217500
4200,1701402459,1,4000,4000,3,2000,0,1701835737
4200,1701402460,1,4000,4000,3,2000,0,1701840833
12002,1701402488,0,4000,4000,3,2000,0,1701846153
11000,1701402491,3,4000,4000,3,2000,0,1701835737
11000,1701402518,3,4000,4000,3,2000,0,1701838275
12002,1701402600,0,4000,4000,3,2000,0,1702109528
2000,1701402390,1,4000,4000,3,2000,0,1701835737
11000,1701402631,3,3000,2000,2,2000,0,1701935757
12002,1701402643,0,4000,4000,3,NULL,0,1701406052
11000,1701402674,3,4000,2000,3,2000,0,1701839539
11000,1701402695,3,4000,4000,3,2000,0,1702306944
11000,1701402795,3,4000,2000,3,2000,0,1701839539
4200,1701402804,1,4000,4000,3,NULL,0,NULL
4200,1701402820,1,4000,4000,3,2000,0,1701838275
6000,1701402706,0,4000,4000,3,2000,0,1702194480
2000,1701402834,3,4000,4000,3,2000,0,1702088289
4200,1701402988,1,2000,2000,1,NULL,0,NULL
12002,1701403002,0,4000,4000,3,2000,0,1701835737
11000,1701403028,3,4000,4000,3,2000,0,1701835737
11000,1701403053,3,3000,2000,2,2000,0,1701854404
2000,1701403002,3,4000,4000,3,2000,0,1702088289
4200,1701403065,1,4000,4000,3,2000,0,1701844770
6000,1701402967,0,4000,4000,3,2000,0,1701835737
11000,1701403074,3,4000,4000,3,2000,0,1701838275
1000,1701403112,3,4000,4000,3,2000,0,1701835737
12002,1701403126,0,4000,4000,3,2000,0,1702101250
4200,1701403160,1,4000,4000,3,2000,0,1702378160
11000,1701403181,3,4000,2000,3,2000,0,1702090916
2000,1701402977,1,4000,4000,3,2000,0,1701835737
4200,1701403273,1,2000,2000,1,NULL,0,NULL
4200,1701403287,1,3000,3000,2,2000,0,1702112219
2000,1701403290,0,4000,4000,3,NULL,0,NULL
4200,1701403366,0,4000,4000,3,2000,0,1702351808
4200,1701403399,0,4000,4000,3,2000,0,1701848852
2000,1701403419,1,4000,4000,3,2000,0,1702190296
2000,1701403115,0,4000,4000,3,NULL,0,NULL
11000,1701403447,3,4000,2000,3,2000,0,1702105206
4200,1701403458,1,2000,2000,1,2000,0,1701840833
12002,1701403468,0,4000,4000,3,2000,0,1702269728
11000,1701403470,3,3000,3000,2,2000,0,1701835737
12002,1701403474,1,4000,4000,3,2000,0,1701888798
11000,1701403522,3,4000,4000,3,2000,0,1701844770
2000,1701403501,1,4000,4000,3,2000,0,1701837009
12002,1701403586,1,4000,4000,3,2000,0,1702088289
6000,1701403556,1,4000,4000,3,2000,0,1701881238
12002,1701403592,0,4000,4000,3,2000,0,1702265828
2000,1701403623,1,4000,4000,3,2000,0,1701837009
9000,1701403668,1,4000,4000,3,2000,0,1702386144
2000,1701403645,1,4000,4000,3,2000,0,1701842166
2000,1701403562,1,4000,4000,3,2000,0,1701837009
11000,1701403808,3,4000,4000,3,2000,0,1701851575
1000,1701403819,1,4000,4000,3,2000,0,1702214774
11000,1701403841,3,4000,2000,3,2000,0,1701838275
11000,1701403898,3,4000,3000,3,2000,0,1701855790
6000,1701403870,0,4000,4000,3,2000,0,1701837009
9000,1701403669,0,4000,4000,3,2000,0,1701941965
6000,1701403912,1,4000,4000,3,2000,0,1701881238
6000,1701403370,1,4000,4000,3,2000,0,1701842166
2000,1701404042,0,4000,4000,3,2000,0,1702188967
12002,1701404067,1,4000,4000,3,2000,0,1702118933
9000,1701404056,0,4000,4000,3,2000,0,1701943196
11000,1701404138,3,3000,3000,2,2000,0,1701837009
11000,1701404170,3,4000,4000,3,2000,0,1701837009
11000,1701404209,3,4000,3000,3,2000,0,1701843472
4200,1701404225,1,4000,4000,3,NULL,0,NULL
9000,1701404267,1,4000,4000,3,2000,0,1701839539
6000,1701403970,0,4000,4000,3,2000,0,1701837009
2000,1701404290,0,4000,4000,3,2000,0,1701848852
11000,1701404290,3,3000,4000,2,2000,0,1701854404
2000,1701404147,1,4000,4000,3,2000,0,1701837009
11000,1701404383,3,4000,4000,3,2000,0,1701840833
11000,1701404404,3,4000,4000,3,2000,0,1701840833
11000,1701404471,3,4000,2000,3,2000,0,1702018067
11000,1701404478,3,4000,4000,3,2000,0,1701838275
11000,1701404485,3,4000,4000,3,2000,0,1701838275
11000,1701404487,3,4000,4000,3,2000,0,1701838275
11000,1701404494,3,4000,4000,3,2000,0,1701840833
2000,1701404022,0,4000,4000,3,NULL,0,NULL
2000,1701404540,1,4000,4000,3,2000,0,1701855790
4200,1701404553,1,4000,4000,3,NULL,0,NULL
4200,1701404553,0,4000,4000,3,2000,0,1702351808
11000,1701404577,3,4000,4000,3,2000,0,1701848852
4200,1701404610,1,3000,3000,2,2000,0,1701840833
11000,1701404617,3,3000,3000,2,2000,0,1701837009
4200,1701404655,1,4000,4000,3,2000,0,1702097390
11000,1701404698,3,4000,4000,3,2000,0,1701839539
12002,1701404726,0,4000,4000,3,2000,0,1702088289
4200,1701404768,1,4000,4000,3,2000,0,1702088289
6000,1701404598,1,4000,4000,3,2000,0,1701842166
12002,1701404817,0,4000,4000,3,2000,0,1701850182
11000,1701404882,3,4000,4000,3,2000,0,1701840833
11000,1701404886,3,4000,4000,3,2000,0,1701839539
11000,1701404902,3,4000,4000,3,2000,0,1701839539
4200,1701404906,1,4000,4000,3,NULL,0,1701404966
2000,1701404694,1,4000,4000,3,2000,0,1702120241
2000,1701404736,1,4000,4000,3,2000,0,1701838275
4200,1701404970,1,4000,4000,3,2000,0,1701843472
6000,1701404932,0,4000,4000,3,2000,0,1701858520
4200,1701405004,1,4000,4000,3,NULL,0,1701405048
11000,1701405021,3,3000,3000,2,2000,0,1701913530
2000,1701405031,0,4000,4000,3,NULL,0,NULL
11000,1701405050,3,4000,4000,3,2000,0,1701838275
4200,1701405052,0,4000,4000,3,NULL,0,NULL
4200,1701405081,1,4000,4000,3,2000,0,1702089612
11000,1701405084,3,4000,4000,3,2000,0,1701847499
11000,1701405104,3,4000,4000,3,2000,0,1701840833
12002,1701405104,1,3000,4000,2,2000,0,1701842166
4200,1701405117,1,4000,4000,3,2000,0,1702090916
4200,1701405153,1,4000,4000,3,NULL,0,NULL
6000,1701405107,0,4000,4000,3,2000,0,1701838275
4200,1701405160,1,4000,4000,3,2000,0,1701854404
4200,1701405186,1,4000,4000,3,2000,0,1702088289
2000,1701405133,1,4000,4000,3,2000,0,1701941965
11000,1701405311,3,3000,3000,2,2000,0,1701838275
4200,1701405319,1,3000,3000,2,2000,0,1701843472
2000,1701405031,1,4000,4000,3,2000,0,1702359591
4200,1701405340,0,4000,4000,3,2000,0,1701857169
,,1,,,,,0,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
4200,1701405360,1,4000,4000,3,2000,0,1702116242
4200,1701405368,1,4000,4000,3,2000,0,1702121564
9000,1701405384,1,4000,4000,3,2000,0,1702269728
6000,1701404692,0,4000,4000,3,2000,0,1701838275
12002,1701405494,1,3000,4000,2,2000,0,1701840833
2000,1701405539,0,4000,4000,3,2000,0,1702477353
4200,1701405540,1,4000,4000,3,NULL,0,NULL
4200,1701405545,1,4000,4000,3,2000,0,1702088289
2000,1701405343,1,4000,4000,3,2000,0,1701838275
12002,1701405607,1,4000,4000,3,2000,0,1702351808
12002,1701405673,0,4000,4000,3,2000,0,1702195904
12002,1701405717,1,4000,4000,3,NULL,0,NULL
6000,1701405715,1,4000,4000,3,2000,0,1701838275
2000,1701405761,1,4000,4000,3,2000,0,1701859908
4200,1701405805,0,4000,4000,3,2000,0,1701840833
11000,1701405812,3,3000,3000,2,2000,0,1701838275
11000,1701405837,3,4000,4000,3,2000,0,1701840833
4200,1701405838,0,4000,4000,3,2000,0,1701839539
3000,1701405923,3,4000,4000,3,2000,0,1702106776
2000,1701405932,1,4000,4000,3,2000,0,1701864104
12002,1701405980,0,4000,4000,3,2000,0,1701859908
12002,1701406041,1,3000,4000,2,2000,0,1701864104
11000,1701406073,3,4000,2000,3,2000,0,1701839539
12002,1701406080,0,4000,4000,3,2000,0,1701840833
12002,1701406092,1,3000,4000,2,2000,0,1701838275
12002,1701406110,0,4000,4000,3,2000,0,1701840833
11000,1701406129,3,4000,4000,3,2000,0,1701847499
2000,1701406129,1,4000,4000,3,2000,0,1701864104
2000,1701405967,1,4000,4000,3,2000,0,1701838275
11000,1701406193,3,4000,4000,3,2000,0,1701840833
11000,1701406195,3,4000,4000,3,2000,0,1701838275
11000,1701406279,3,3000,3000,2,2000,0,1701913530
12002,1701406296,0,4000,4000,3,2000,0,1701842166
11000,1701406393,3,3000,2000,2,2000,0,1702170857
1000,1701405486,1,4000,4000,3,2000,0,1702024259
12002,1701406436,0,4000,4000,3,2000,0,1702276125
2000,1701406481,1,4000,4000,3,2000,0,1701881238
11000,1701406507,3,4000,4000,3,2000,0,1701843472
11000,1701406514,3,3000,3000,2,2000,0,1701839539
11000,1701406539,3,3000,3000,2,2000,0,1701839539
12002,1701406654,0,4000,4000,3,2000,0,1702089612
2000,1701406598,1,4000,4000,3,2000,0,1702126892
2000,1701406676,0,4000,4000,3,NULL,0,NULL
11000,1701406687,3,4000,4000,3,2000,0,1701840833
4200,1701406701,1,4000,4000,3,2000,0,1702090916
11000,1701406706,3,4000,4000,3,2000,0,1701840833
12002,1701406710,1,4000,4000,3,2000,0,1702284253
4200,1701406757,1,4000,4000,3,NULL,0,NULL
2000,1701406537,1,4000,4000,3,2000,0,1701839539
4200,1701406780,1,4000,4000,3,2000,0,1702201417
2000,1701406790,1,4000,4000,3,2000,0,1701872277
2000,1701406766,1,4000,4000,3,2000,0,1702126892
6000,1701406816,1,4000,4000,3,2000,0,1702097390
2000,1701406929,0,4000,4000,3,NULL,0,NULL
6000,1701406703,1,4000,4000,3,2000,0,1701843472
12002,1701406970,0,4000,4000,3,NULL,0,NULL
2000,1701406906,1,4000,4000,3,2000,0,1702126892
11000,1701406999,3,3000,3000,2,2000,0,1701840833
4200,1701407009,1,3000,3000,2,2000,0,1702278740
11000,1701407011,3,3000,3000,2,2000,0,1701839539
11000,1701407026,3,3000,2000,2,2000,0,1702170857
12002,1701407145,1,3000,4000,2,2000,0,1701851575
11000,1701407157,3,3000,2000,2,2000,0,1702170857
12002,1701407191,0,4000,4000,3,2000,0,1702205448
11000,1701407257,3,4000,4000,3,2000,0,1701854404
2000,1701407301,1,4000,4000,3,2000,0,1702101250
2000,1701407150,1,4000,4000,3,2000,0,1701839539
11000,1701407427,3,4000,2000,3,2000,0,1701840833
6000,1701407443,0,4000,4000,3,2000,0,1701843472
12002,1701407443,0,3000,4000,2,2000,0,1701842166
4200,1701407447,1,4000,4000,3,2000,0,1702106776
6000,1701407036,1,4000,4000,3,2000,0,1701840833
12002,1701407353,1,4000,4000,3,2000,0,1701967849
4200,1701407492,0,4000,4000,3,NULL,0,NULL
11000,1701407503,3,4000,4000,3,2000,0,1701840833
12002,1701407510,1,4000,4000,3,2000,0,1702102551
12002,1701407549,1,4000,4000,3,2000,0,1702200025
12002,1701407568,1,3000,4000,2,2000,0,1701840833
11000,1701407609,3,4000,4000,3,2000,0,1701840833
11000,1701407611,3,4000,4000,3,2000,0,1701840833
6000,1701407446,1,4000,4000,3,2000,0,1701881238
12002,1701407625,0,4000,4000,3,2000,0,1702292398
6000,1701407647,0,4000,4000,3,2000,0,1701842166
4200,1701407653,1,4000,4000,3,2000,0,1701846153
12002,1701407699,1,3000,4000,2,2000,0,1701935757
11000,1701407713,3,3000,3000,2,2000,0,1701840833
4200,1701407716,0,4000,4000,3,NULL,0,NULL
4200,1701407731,1,3000,3000,2,2000,0,1701843472
12002,1701407773,1,3000,4000,2,2000,0,1701840833
12002,1701407788,0,4000,4000,3,2000,0,1702204114
4200,1701407841,1,4000,4000,3,2000,0,1702194480
6000,1701407813,0,4000,4000,3,2000,0,1702191741
12002,1701407882,1,3000,4000,2,2000,0,1701844770
12002,1701407907,1,4000,4000,2,2000,0,1701846153
6000,1701407908,0,4000,4000,3,2000,0,1702300325
2000,1701407719,1,4000,4000,3,2000,0,1701840833
11000,1701407993,3,4000,4000,3,2000,0,1701847499
11000,1701408041,3,4000,3000,3,2000,0,1701848852
11000,1701408058,3,4000,4000,3,2000,0,1701843472
11000,1701408070,3,4000,4000,3,2000,0,1701842166
6000,1701408073,1,4000,4000,3,2000,0,1701840833
11000,1701408099,3,4000,2000,3,2000,0,1702018067
11000,1701408123,3,3000,2000,2,2000,0,1701846153
2000,1701407904,1,4000,4000,3,2000,0,1702094850
11000,1701408144,3,3000,3000,2,2000,0,1701840833
4200,1701408149,1,4000,4000,3,2000,0,1702236577
6000,1701408107,0,4000,4000,3,2000,0,1701840833
12002,1701408211,1,4000,4000,3,2000,0,1702191741
2000,1701407898,1,4000,4000,3,2000,0,1701843472
12002,1701408233,0,4000,4000,3,2000,0,1701852978
11000,1701408233,3,4000,4000,3,2000,0,1701840833
12002,1701408251,1,3000,4000,2,2000,0,1701840833
12002,1701408288,0,4000,4000,3,2000,0,1701861304
4200,1701408289,1,4000,4000,3,2000,0,1702109528
4200,1701408330,1,4000,4000,3,2000,0,1702116242
4200,1701408337,1,4000,4000,3,2000,0,1701886304
11000,1701408359,3,4000,4000,3,2000,0,1701843472
4200,1701408388,0,4000,4000,3,2000,0,1701844770
12002,1701408406,1,3000,4000,2,2000,0,1701840833
4200,1701408407,1,4000,4000,3,2000,0,1701854404
6000,1701408299,1,4000,4000,3,2000,0,1701846153
6000,1701408324,0,4000,4000,3,2000,0,1701878732
12002,1701408565,0,4000,4000,3,NULL,0,1701838802
11000,1701408572,3,4000,3000,3,2000,0,1701844770
12002,1701408573,0,4000,4000,3,2000,0,1702621313
6000,1701408498,1,4000,4000,3,2000,0,1701846153
2000,1701408639,0,4000,4000,3,NULL,0,NULL
6000,1701408571,1,4000,4000,3,2000,0,1701842166
11000,1701408723,3,4000,3000,3,2000,0,1701950619
12002,1701408733,1,3000,4000,2,2000,0,1701840833
4200,1701408735,1,4000,4000,3,2000,0,1702103864
6000,1701406068,0,4000,4000,3,2000,0,1701870930
6000,1701408705,1,4000,4000,3,2000,0,1701846153
11000,1701408797,3,3000,3000,2,2000,0,1701843472
2000,1701408581,0,4000,4000,3,2000,0,1702101250
6000,1701408770,1,4000,4000,3,2000,0,1701844770
6000,1701408518,0,4000,4000,3,NULL,0,NULL
9000,1701408863,1,4000,4000,3,2000,0,1701896246
12002,1701408885,1,3000,4000,2,2000,0,1701842166
12002,1701408888,0,4000,4000,3,2000,0,1701854404
11000,1701408929,3,4000,4000,3,2000,0,1701843472
2000,1701408669,0,4000,4000,3,2000,0,1701877456
12002,1701408950,0,4000,4000,3,2000,0,1702112219
4200,1701408957,1,4000,4000,3,2000,0,1702318308
6000,1701408965,1,4000,4000,3,2000,0,1701846153
4200,1701409004,0,4000,4000,3,2000,0,1702105206
4200,1701409020,1,3000,3000,2,2000,0,1701847499
4200,1701409021,1,4000,4000,3,2000,0,1702113546
12002,1701409041,1,3000,4000,2,2000,0,1701842166
4200,1701409058,1,4000,4000,3,NULL,0,NULL
6000,1701409134,0,4000,4000,3,2000,0,1701842166
12002,1701409232,1,3000,4000,2,2000,0,1701842166
12002,1701409235,1,4000,4000,3,2000,0,1701842166
4200,1701409268,1,4000,4000,3,2000,0,1702436158
2000,1701409297,1,4000,4000,3,2000,0,1701865423
11000,1701409346,3,3000,3000,2,2000,0,1701842166
11000,1701409361,3,4000,4000,3,2000,0,1701851575
11000,1701409393,3,3000,3000,2,2000,0,1701842166
11000,1701409449,3,4000,4000,3,2000,0,1701844770
4200,1701409455,1,3000,3000,2,2000,0,1701848852
6000,1701409418,0,4000,4000,3,2000,0,1702122875
12002,1701409501,1,3000,4000,2,2000,0,1701842166
11000,1701409511,3,4000,4000,3,2000,0,1701851575
12002,1701409517,0,4000,4000,3,2000,0,1702129510
2000,1701409528,1,4000,4000,3,2000,0,1702186342
2000,1701409322,1,4000,4000,3,2000,0,1701842166
6000,1701409575,1,3000,4000,2,2000,0,1701842166
12002,1701409639,1,3000,4000,2,2000,0,1701842166
12002,1701409650,1,4000,4000,3,2000,0,1702101250
11000,1701409654,3,3000,2000,2,2000,0,1701844770
11000,1701409678,3,4000,2000,3,2000,0,1701846153
11000,1701409679,3,4000,2000,3,2000,0,1701843472
11000,1701409685,3,3000,2000,2,2000,0,1701844770
11000,1701409692,3,3000,2000,2,2000,0,1701844770
6000,1701408715,0,4000,4000,3,2000,0,1701842166
11000,1701409728,3,3000,2000,2,2000,0,1701943196
11000,1701409743,3,3000,2000,2,2000,0,1701844770
11000,1701409748,3,4000,2000,3,2000,0,1701844770
6000,1701409711,0,4000,4000,3,2000,0,1701847499
2000,1701409780,0,4000,4000,3,NULL,0,NULL
2000,1701409780,0,4000,4000,3,2000,0,1702200025
11000,1701409788,3,4000,2000,3,2000,0,1701844770
4200,1701409794,0,1000,1000,0,2000,0,1701852978
4200,1701409819,1,4000,4000,3,NULL,0,NULL
6000,1701409811,0,4000,4000,3,2000,0,1701846153
11000,1701409857,3,4000,2000,3,2000,0,1701847499
6000,1701409867,1,3000,4000,2,2000,0,1701843472
11000,1701409869,3,3000,2000,2,2000,0,1701940736
4200,1701409896,1,4000,4000,3,2000,0,1702168322
11000,1701409899,3,4000,3000,3,2000,0,1701855790
11000,1701409904,3,4000,3000,3,2000,0,1701858520
2000,1701409914,1,4000,4000,3,NULL,0,NULL
11000,1701409938,3,3000,2000,2,2000,0,1701935757
6000,1701409705,1,4000,4000,3,2000,0,1701881238
11000,1701409949,3,3000,2000,2,2000,0,1701935757
11000,1701409950,3,3000,2000,2,2000,0,1701935757
4200,1701409962,0,4000,4000,3,2000,0,1701843472
10000,1701409896,1,4000,4000,3,2000,0,1701854404
2000,1701409916,0,4000,4000,3,2000,0,1702083274
11000,1701409991,3,3000,2000,2,2000,0,1701943196
